"paco2","age_at_encounter","sex","race_ethnicity","location","encounter_type","eta","SE_eta","var_eta","p","p_LCL","p_UCL","co2_ref","m_used","m_total","outcome","group","co2_value","probability_method","vbg_co2","co2_scale","ubar","bvar","p_imp_mean","n_available","n_standardized","standardization_sample_cap","passed_threshold","min_required","outcome_label","run_id","run_ts"
22,64,"Male","0","0","Inpatient",-0.854468340232173,0.0430586997755053,0.0018540516263571,0.298496362036254,0.28112998930945,0.316463252665378,40,20,20,"imv_proc","ABG",22,"Conditional modality-specific X_ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMV","20260421_121048","2026-04-21 12:10:48.40139"
22.321608040201,64,"Male","0","0","Inpatient",-0.858335042707008,0.0417561960087181,0.00174357990511849,0.297687320283765,0.280864553048199,0.315076238485342,40,20,20,"imv_proc","ABG",22.321608040201,"Conditional modality-specific X_ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMV","20260421_121048","2026-04-21 12:10:48.40139"
22.643216080402,64,"Male","0","0","Inpatient",-0.862396382990169,0.0405437344614273,0.00164379440407873,0.296838915844743,0.280524360053068,0.313688604964288,40,20,20,"imv_proc","ABG",22.643216080402,"Conditional modality-specific X_ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMV","20260421_121048","2026-04-21 12:10:48.40139"
22.964824120603,64,"Male","0","0","Inpatient",-0.866655704655755,0.0394213596634511,0.00155404359771517,0.295950656464695,0.280108884845551,0.312299697674756,40,20,20,"imv_proc","ABG",22.964824120603,"Conditional modality-specific X_ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMV","20260421_121048","2026-04-21 12:10:48.40139"
23.286432160804,64,"Male","0","0","Inpatient",-0.871116351277868,0.0383885562863829,0.00147368125375279,0.295022065627989,0.279617862885762,0.310908634059003,40,20,20,"imv_proc","ABG",23.286432160804,"Conditional modality-specific X_ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMV","20260421_121048","2026-04-21 12:10:48.40139"
23.608040201005,64,"Male","0","0","Inpatient",-0.875781666430607,0.0374441930248887,0.00140206759128512,0.294052683270345,0.279051312660034,0.309514282964965,40,20,20,"imv_proc","ABG",23.608040201005,"Conditional modality-specific X_ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMV","20260421_121048","2026-04-21 12:10:48.40139"
23.929648241206,64,"Male","0","0","Inpatient",-0.880654993688074,0.0365864791731868,0.00133857045829003,0.293042066511251,0.278409552065537,0.308115249936392,40,20,20,"imv_proc","ABG",23.929648241206,"Conditional modality-specific X_ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMV","20260421_121048","2026-04-21 12:10:48.40139"
24.251256281407,64,"Male","0","0","Inpatient",-0.885739676624369,0.0358129380048675,0.00128256652854048,0.29198979040639,0.277693207444056,0.306709869907263,40,20,20,"imv_proc","ABG",24.251256281407,"Conditional modality-specific X_ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMV","20260421_121048","2026-04-21 12:10:48.40139"
24.572864321608,64,"Male","0","0","Inpatient",-0.891039058813594,0.0351204003096524,0.00123344251791023,0.290895448720088,0.276903213962123,0.305296208605472,40,20,20,"imv_proc","ABG",24.572864321608,"Conditional modality-specific X_ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMV","20260421_121048","2026-04-21 12:10:48.40139"
24.894472361809,64,"Male","0","0","Inpatient",-0.896556483829848,0.0345050202155354,0.00119059642007451,0.28975865471771,0.276040806569901,0.303872073435424,40,20,20,"imv_proc","ABG",24.894472361809,"Conditional modality-specific X_ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMV","20260421_121048","2026-04-21 12:10:48.40139"
